scenario,controller,seed,distance_rmse_m,distance_mae_m,max_abs_error_m,bearing_rmse_rad,minimum_distance_m,within_025m_fraction,close_duration_s,stale_duration_s,command_acceleration_rms,command_angular_acceleration_rms,command_effort_proxy
wheel_mismatch,neuro_fuzzy,0,0.047596387939099025,0.0327340355901725,0.24393312167606296,0.07327070950108516,1.430647955115044,1.0,0.0,0.0,0.1492714336437956,0.14253866648932711,10.039289184933121
wheel_mismatch,neuro_fuzzy,1,0.047596387939099025,0.0327340355901725,0.24393312167606296,0.07327070950108516,1.430647955115044,1.0,0.0,0.0,0.1492714336437956,0.14253866648932711,10.039289184933121
wheel_mismatch,neuro_fuzzy,2,0.047596387939099025,0.0327340355901725,0.24393312167606296,0.07327070950108516,1.430647955115044,1.0,0.0,0.0,0.1492714336437956,0.14253866648932711,10.039289184933121
wheel_mismatch,neuro_fuzzy,3,0.047596387939099025,0.0327340355901725,0.24393312167606296,0.07327070950108516,1.430647955115044,1.0,0.0,0.0,0.1492714336437956,0.14253866648932711,10.039289184933121
wheel_mismatch,neuro_fuzzy,4,0.047596387939099025,0.0327340355901725,0.24393312167606296,0.07327070950108516,1.430647955115044,1.0,0.0,0.0,0.1492714336437956,0.14253866648932711,10.039289184933121
outliers,legacy_neuro_fuzzy,0,0.21216381355533173,0.18403646008800398,0.3933540676470786,0.0870617273749168,1.4761394668401684,0.728,0.0,0.128,0.7337186875940503,2.094798583891322,6.7822746128088065
outliers,legacy_neuro_fuzzy,1,0.21414985863703637,0.1849553337010117,0.39157848783257854,0.08604858641743621,1.4699295223062765,0.7186666666666667,0.0,0.128,0.7228399425966228,2.1120313979686225,6.760042733360447
outliers,legacy_neuro_fuzzy,2,0.21293729303322706,0.1838357739990998,0.3824977163320573,0.08484837642095189,1.4761906007401342,0.7146666666666667,0.0,0.128,0.7266308434649521,2.131875735041225,6.783706980070297
outliers,legacy_neuro_fuzzy,3,0.20922042550967235,0.18027237923287723,0.39087257356134675,0.08736935501033247,1.4764466439777957,0.7306666666666667,0.0,0.128,0.7309964914733019,2.1358722220333126,6.81461290279998
outliers,legacy_neuro_fuzzy,4,0.21026168807348247,0.18228891556274948,0.4062279518564531,0.08767837249452229,1.4624586085007847,0.7246666666666667,0.0,0.128,0.7195417382383781,2.129462442963507,6.814422637738843
outliers,pid,0,0.08885258520603838,0.06326029316194176,0.40407292381495874,0.03053681612336353,1.3439212216212297,0.9706666666666667,0.0,0.256,0.5259931365609924,0.4194560876180364,8.010628062013481
outliers,pid,1,0.09695031469523503,0.06591912489056095,0.46187811469269247,0.029708936956208888,1.3564128316960136,0.9666666666666667,0.0,0.256,0.5200601524507938,0.4317729949212112,8.010947221700011
outliers,pid,2,0.089725943770153,0.062604004930956,0.4137512481046177,0.02817125121324196,1.3371552726335314,0.9706666666666667,0.0,0.256,0.5264606531162803,0.4288660203103376,7.997086930014579
outliers,pid,3,0.09346084387285336,0.06502325679551596,0.42914637895286245,0.03213841659863695,1.339930198875036,0.9686666666666667,0.0,0.256,0.5218748419887695,0.45453854094367974,8.06636950197181
outliers,pid,4,0.08984453358853844,0.06275152981424711,0.4069143692083954,0.03131515832006269,1.3278149948007936,0.9706666666666667,0.0,0.256,0.5025329749115824,0.4426600080307754,8.03207035819608
outliers,fuzzy,0,0.10908278404151162,0.08378584290232018,0.418043054475586,0.043507143550788635,1.3388559257047183,0.9633333333333334,0.0,0.256,0.4594802520004786,0.2824436982980242,8.106750898699831
outliers,fuzzy,1,0.11945128513852438,0.0882445759877563,0.49029049463443664,0.042864217715768954,1.3351445535357742,0.958,0.0,0.256,0.45775663377157055,0.29140645170562984,8.123433942193257
outliers,fuzzy,2,0.10972558257226557,0.08270156150168714,0.4398548974269141,0.04095797315220559,1.3494061143907772,0.9633333333333334,0.0,0.256,0.460611609261039,0.28771209045749807,8.112139757894242
outliers,fuzzy,3,0.11564417953609533,0.08755302188423426,0.4630531176607504,0.04479944173293806,1.342757025417182,0.9613333333333334,0.0,0.256,0.45975812799205523,0.30060703749830203,8.161113778457302
outliers,fuzzy,4,0.10839687946295994,0.08261601471201675,0.4333622593978297,0.04356426082737849,1.342717911627313,0.964,0.0,0.256,0.44030681943805255,0.2974613260459528,8.113034969718033
outliers,neuro_fuzzy,0,0.07796568158425454,0.05094064815362237,0.39725006126634255,0.029342863191706328,1.3998328025259095,0.9726666666666667,0.0,0.256,0.5429574410891659,0.41695381655430236,8.079888138471706
outliers,neuro_fuzzy,1,0.08344603956085278,0.05475228485152384,0.4262520925724511,0.028164567948163174,1.399536945267906,0.97,0.0,0.256,0.5370896771858698,0.42767089684030996,8.015159885736873
outliers,neuro_fuzzy,2,0.07736860580829742,0.05052711408695549,0.3974854165385846,0.026669486069805404,1.3912897343363075,0.9726666666666667,0.0,0.256,0.539884830793631,0.4261078979040014,8.048500061411296
outliers,neuro_fuzzy,3,0.0802978595136689,0.053909598023172405,0.39754037016804666,0.03099334107137696,1.3907628454064962,0.9726666666666667,0.0,0.256,0.5361950977564093,0.4568018944879463,8.122610062530663
outliers,neuro_fuzzy,4,0.0788297293304775,0.05379434218499152,0.3976385368492026,0.03048077277546287,1.394583322310876,0.9726666666666667,0.0,0.256,0.5181237464647033,0.4404780854747484,8.086278998725449
speed_change,legacy_neuro_fuzzy,0,0.2731394588023537,0.26237568423315955,0.3655371686731459,0.007952738333196183,1.5,0.6506666666666666,0.0,0.0,0.06300843599375243,0.010176754718897245,7.9992619248825285
speed_change,legacy_neuro_fuzzy,1,0.2731394588023537,0.26237568423315955,0.3655371686731459,0.007952738333196183,1.5,0.6506666666666666,0.0,0.0,0.06300843599375243,0.010176754718897245,7.9992619248825285
speed_change,legacy_neuro_fuzzy,2,0.2731394588023537,0.26237568423315955,0.3655371686731459,0.007952738333196183,1.5,0.6506666666666666,0.0,0.0,0.06300843599375243,0.010176754718897245,7.9992619248825285
speed_change,legacy_neuro_fuzzy,3,0.2731394588023537,0.26237568423315955,0.3655371686731459,0.007952738333196183,1.5,0.6506666666666666,0.0,0.0,0.06300843599375243,0.010176754718897245,7.9992619248825285
speed_change,legacy_neuro_fuzzy,4,0.2731394588023537,0.26237568423315955,0.3655371686731459,0.007952738333196183,1.5,0.6506666666666666,0.0,0.0,0.06300843599375243,0.010176754718897245,7.9992619248825285
speed_change,pid,0,0.0318550267241565,0.01933777989765546,0.13315568422577484,0.002189948581718069,1.404739096293331,1.0,0.0,0.0,0.09593541771245606,0.013807707031362314,8.223843323548296
speed_change,pid,1,0.0318550267241565,0.01933777989765546,0.13315568422577484,0.002189948581718069,1.404739096293331,1.0,0.0,0.0,0.09593541771245606,0.013807707031362314,8.223843323548296
speed_change,pid,2,0.0318550267241565,0.01933777989765546,0.13315568422577484,0.002189948581718069,1.404739096293331,1.0,0.0,0.0,0.09593541771245606,0.013807707031362314,8.223843323548296
speed_change,pid,3,0.0318550267241565,0.01933777989765546,0.13315568422577484,0.002189948581718069,1.404739096293331,1.0,0.0,0.0,0.09593541771245606,0.013807707031362314,8.223843323548296
speed_change,pid,4,0.0318550267241565,0.01933777989765546,0.13315568422577484,0.002189948581718069,1.404739096293331,1.0,0.0,0.0,0.09593541771245606,0.013807707031362314,8.223843323548296
speed_change,fuzzy,0,0.040565924293911926,0.020040707845701784,0.15353706588425586,0.003192869394112256,1.3960871727533308,1.0,0.0,0.0,0.0832251707419311,0.010588014570099663,8.221904533514204
speed_change,fuzzy,1,0.040565924293911926,0.020040707845701784,0.15353706588425586,0.003192869394112256,1.3960871727533308,1.0,0.0,0.0,0.0832251707419311,0.010588014570099663,8.221904533514204
speed_change,fuzzy,2,0.040565924293911926,0.020040707845701784,0.15353706588425586,0.003192869394112256,1.3960871727533308,1.0,0.0,0.0,0.0832251707419311,0.010588014570099663,8.221904533514204
speed_change,fuzzy,3,0.040565924293911926,0.020040707845701784,0.15353706588425586,0.003192869394112256,1.3960871727533308,1.0,0.0,0.0,0.0832251707419311,0.010588014570099663,8.221904533514204
speed_change,fuzzy,4,0.040565924293911926,0.020040707845701784,0.15353706588425586,0.003192869394112256,1.3960871727533308,1.0,0.0,0.0,0.0832251707419311,0.010588014570099663,8.221904533514204
speed_change,neuro_fuzzy,0,0.02533653507829253,0.008213158434003167,0.1286056561121054,0.0021347246917391306,1.4108734572645076,1.0,0.0,0.0,0.10996469695874882,0.01461230371161787,8.228299389150333
speed_change,neuro_fuzzy,1,0.02533653507829253,0.008213158434003167,0.1286056561121054,0.0021347246917391306,1.4108734572645076,1.0,0.0,0.0,0.10996469695874882,0.01461230371161787,8.228299389150333
speed_change,neuro_fuzzy,2,0.02533653507829253,0.008213158434003167,0.1286056561121054,0.0021347246917391306,1.4108734572645076,1.0,0.0,0.0,0.10996469695874882,0.01461230371161787,8.228299389150333
speed_change,neuro_fuzzy,3,0.02533653507829253,0.008213158434003167,0.1286056561121054,0.0021347246917391306,1.4108734572645076,1.0,0.0,0.0,0.10996469695874882,0.01461230371161787,8.228299389150333
speed_change,neuro_fuzzy,4,0.02533653507829253,0.008213158434003167,0.1286056561121054,0.0021347246917391306,1.4108734572645076,1.0,0.0,0.0,0.10996469695874882,0.01461230371161787,8.228299389150333
