t,x,y,yaw,hx,hy,v,w,actual_v,actual_w,distance,bearing,error,stale,close,state,estimate_distance,estimate_speed,rejected_measurements
0.032,-9.895465867617852e-20,-9.05499575168298e-06,1.4335101498603523e-18,1.5,0.0,0.0,0.0,-3.3507354409815345e-18,4.479350741066638e-17,1.500000000027331,6.036663834380559e-06,2.7331026331012254e-11,1,0,LOST — STOP,,0.0,0
0.064,-1.7226834245389714e-19,-7.563411368053963e-06,3.2808221720291764e-19,1.5134399550423492,0.014335808181267047,0.0,0.0,-2.2910295247223737e-18,-3.454340460026005e-17,1.51350792195721,0.009477047390202642,0.013507921957210067,1,0,LOST — STOP,,0.0,0
0.096,1.2308400006443664e-18,-6.063949966937634e-06,-1.489085077602139e-18,1.5268796403398757,0.02867046546861567,0.0,0.0,4.3073075975264334e-17,-5.678342231029597e-17,1.527148905452223,0.018778925119309772,0.027148905452222927,1,0,LOST — STOP,,0.0,0
0.128,1.0735785918242548e-18,-4.8546819719621805e-06,-9.473348331601941e-19,1.540318786153171,0.043002821060522445,0.0,0.0,-5.172457597434408e-18,1.69341329577311e-17,1.5409190839071174,0.027914029953477304,0.040919083907117404,1,0,LOST — STOP,,0.0,0
0.16,1.5546703236644465e-18,-3.887547762594087e-06,-2.900664086877365e-18,1.5537571227536544,0.057331724340246484,0.0018371368393103743,-0.0016702555177806064,1.477603682044836e-17,-6.10371996763158e-17,1.5548146413313346,0.036884534644870924,0.054814641331334624,0,0,FOLLOWING,1.5075438337498936,0.0,0
0.192,5.623386470455648e-05,-3.1099375000227146e-06,-5.132758465450731e-05,1.5671943804289856,0.07165602496820221,0.014018531377297194,0.0022783646148393853,0.0017587507692467883,-0.0016039887869019685,1.568775637888466,0.04574561059179588,0.06877563788846608,0,0,FOLLOWING,1.5251927464860544,0.03994110357642718,0
0.224,0.0004883984891125624,-2.510283040981033e-06,1.8440951096043285e-05,1.5806302894884796,0.08597457297430981,0.017606498734748836,0.014304067214238783,0.013514542876983992,0.002180254707248336,1.5824792114073716,0.05433894777170922,0.08247921140737158,0,0,FOLLOWING,1.514988750573597,0.054330456365467954,0
0.256,0.00104897150106117,-2.0031888308632863e-06,0.0004371021119406228,1.594064580268518,0.10028621885031608,0.04320649873474884,0.03948056678417785,0.01751948143612053,0.013083143271284589,1.5961693072028809,0.062434877310194155,0.09616930720288086,0,0,FOLLOWING,1.55660825948115,0.1448881201075225,0
0.28800000000000003,0.002378131943798501,-1.004056797440761e-06,0.0016950285591954453,1.6074969831379622,0.11458981364207813,0.06125371523142738,0.05161846589392163,0.04155362301409479,0.03931017933841426,1.6092040212352716,0.06957491768132186,0.10920402123527162,0,0,FOLLOWING,1.5437589416004698,0.1007847893068222,0
0.32,0.004319450237725432,2.7318031767569484e-06,0.0031893600359241213,1.6209272285035645,0.1288842090418027,0.07154608014377513,0.0698088890565983,0.060676865268794795,0.046697834640386876,1.6217370760776306,0.07636578396338917,0.12173707607763062,0,0,FOLLOWING,1.5406620556954174,0.1225055463395519,0
